cell_width_mean,cell_width_std,number_of_crossings,stop_cell,cell_width_truth
1.784636257980469,0.0,602,417,1.8404176650290762
1.0498148805257927,0.0,800,0,1.0318809321331912
1.2729300872431093,0.0,324,0,1.3120870397370097
0.5462634966710628,0.0,878,0,0.49092883182677755
1.5156606418116314,0.0,586,0,1.5500696577518007
0.84392698348216,0.0,712,0,0.8380349637667573
1.2457259044923028,0.0,497,0,1.2697435269613806
0.7728578698849882,0.0,577,0,0.7541918549709482
1.0118235319383664,0.0,425,0,0.9621915605971731
0.8043622426122449,0.0,799,0,0.8372077930467775
1.200618634800294,0.0,607,0,1.1892645834619386
1.1965849654801675,0.0,595,0,1.1955360631368508
0.9220324653551717,0.0,727,0,0.9367670859277686
1.0836346901821634,0.0,635,0,1.136985010181931
1.079440547844147,0.0,436,0,1.0198981604467536
0.7733203895617089,0.0,405,0,0.8091023436526088
0.7489990217927078,0.0,598,0,0.7553143161028515
1.0379162664405068,0.0,801,0,1.0014072000004062
1.2229841720927748,0.0,667,0,1.3116410350058623
1.1436920543062867,0.0,532,0,1.0762504172284482
0.9494816504407273,0.0,600,0,0.9053338834353529
0.880138503161093,0.0,515,0,0.9174686209240925
0.8421823134654796,0.0,682,0,0.8670178219873137
1.0405895227988564,0.0,601,0,1.1073310590595236
1.1763627420550118,0.0,600,0,1.136474405086197
0.9730606985927946,0.0,601,0,0.9423062096244509
0.9876945585161822,0.0,659,0,0.957241289485802
1.1011002967495274,0.0,542,0,1.1608368473780255
0.9251810844235467,0.0,797,0,0.9175940076095994
1.206183096207919,0.0,508,0,1.1866146574363898
0.8987556476316129,0.0,754,0,0.9194849985401236
1.3689664543913358,0.0,529,0,1.309932581821397
0.6998445448442798,0.0,412,0,0.7415093850551674
0.8572139068381868,0.0,799,0,0.8611155894147785
1.1604245724885556,0.0,600,0,1.1851710419089554
1.0377192825418307,0.0,524,0,1.0395458488235623
0.9267266725018499,0.0,425,0,0.8701012379132322
0.6494711698153772,0.0,650,0,0.6791989365290315
1.0695451311786246,0.0,603,0,1.0831793426802199
1.1275822144346788,0.0,641,0,1.162902628778413
1.0558458989663744,0.0,525,0,1.0355036776712003
0.8470151914879124,0.0,700,417,0.7938700663575015
1.2061497834704407,0.0,641,0,1.2365936472528458
1.0267899143927184,0.0,460,0,1.021210549034318
0.7585805051745055,0.0,683,0,0.7478542850706427
1.2106824698870873,0.0,688,0,1.2218537987516283
1.002906567051601,0.0,432,0,1.0490398378293233
0.932079831644578,0.0,595,0,0.8861755845363881
0.8916080991324044,0.0,800,0,0.8909051178706121
1.3197964503493655,0.0,383,0,1.3098509374491802
0.6267735041013562,0.0,818,0,0.584916075087254
1.2799468398957126,0.0,342,0,1.376490504319083
0.6376988730038016,0.0,645,0,0.6023368387188032
1.1165998872998517,0.0,771,0,1.03363217412003
1.2857020660029241,0.0,406,0,1.3069893320001897
0.6349587701823514,0.0,793,0,0.6639593291187543
1.2740554537261413,0.0,445,0,1.3349268442842068
0.8952339649461025,0.0,598,0,0.8972762394362884
0.9768748323137072,0.0,600,0,0.9068514556532409
1.0168527007367034,0.0,601,0,0.9929198205502054
0.9353622319647235,0.0,600,0,0.9484529581526114
1.0456095843489106,0.0,595,0,1.0910286445440505
0.9275602857254216,0.0,602,0,0.8826920515921739
0.9876195708251362,0.0,600,0,1.0015074378354931
1.0612176411805978,0.0,600,0,1.0656073283795566
0.975580114585333,0.0,501,0,0.9494014631367033
0.8912262415580788,0.0,702,0,0.8919997484026428
1.161729760301562,0.0,600,0,1.1860219312129807
0.9225249900740741,0.0,601,0,0.9471586266780264
1.0278936171668156,0.0,400,0,0.9856581197886085
0.7921133276359954,0.0,599,0,0.7915170397935477
0.9210198752769609,0.0,615,0,0.9538581135655391
1.0837028772820483,0.0,627,0,1.0971529259712431
0.9989435763085089,0.0,756,0,1.022993495259127
1.268318109110107,0.0,601,0,1.191577920133997
0.9872108384496066,0.0,582,0,0.9887643603820885
0.8629751445552236,0.0,616,0,0.8944633822328993
1.0874710085209358,0.0,600,0,1.0455470081536744
0.9753252007514227,0.0,603,0,0.9873645467623765
1.08620731519832,0.0,598,0,1.1243118965920174
0.9441691840392573,0.0,599,0,0.9469507017038182
1.0630855556817078,0.0,601,0,1.0339879528807132
0.9614764197873528,0.0,694,0,1.0147617163289546
1.2130613673510346,0.0,483,0,1.1247499156692398
0.7522091228102171,0.0,510,417,0.8637867310582173
0.8182725964106337,0.0,694,0,0.8128800943089656
