cell_width_mean,cell_width_std,number_of_crossings,stop_cell
1.5439428816548202,0.0,615,0
1.1089909697062648,0.0,746,0
1.144295302463113,0.0,298,0
0.6831547499604963,0.0,897,0
1.469675425004735,0.0,495,0
0.9684553957073995,0.0,706,20
1.3338997114343751,0.0,444,132
0.7410005090887973,0.0,555,0
0.7021511995030016,0.0,489,0
1.1115220816938158,0.0,680,0
1.5539372876973454,0.0,702,0
1.2342981535576136,0.0,556,0
0.8376304247851033,0.0,664,0
0.9790380893722761,0.0,590,0
0.719870569412822,0.0,469,0
0.9938113706046587,0.0,445,0
0.9200057905593706,0.0,564,0
0.7448297896670971,0.0,765,0
1.1712505984722832,0.0,610,0
0.9163901243580894,0.0,550,0
1.3538418807804387,0.0,504,0
1.1326365619701024,0.0,512,121
0.8441911687749027,0.0,634,31
0.9841652641121047,0.0,668,0
0.8992765033333103,0.0,551,0
0.684961412949629,0.0,540,0
1.323643327265415,0.0,674,0
1.2961612951081698,0.0,526,0
0.724423675289053,0.0,692,0
0.9785276831673692,0.0,529,0
0.8243733743898928,0.0,768,0
1.5523816521695992,0.0,424,0
1.063079771029392,0.0,510,0
0.8286443417635564,0.0,669,0
0.5987369900226364,0.0,613,0
0.8566529619681078,0.0,498,0
0.8389407251400044,0.0,392,7
1.0003676631766734,0.0,623,145
1.293891139489701,0.0,675,0
1.1040759397608984,0.0,588,0
0.8682989374229623,0.0,456,0
0.6525166258736236,0.0,735,0
1.1723352317674454,0.0,572,0
1.478731727900907,0.0,444,0
0.7797464053738222,0.0,689,0
0.9235336498182002,0.0,635,0
0.7489509189153271,0.0,496,0
0.8650215945973276,0.0,531,0
1.1184537184020933,0.0,738,0
1.387559799679066,0.0,360,0
0.6698986240627067,0.0,777,0
1.1825415057465793,0.0,349,0
0.4476617654654449,0.0,600,142
0.9981197521410485,0.0,755,10
1.422043424649079,0.0,375,0
0.8984895996497125,0.0,790,0
1.1889031693972045,0.0,522,0
0.696173141034689,0.0,521,0
0.8096299134314343,0.0,576,0
0.9779418166571611,0.0,538,0
1.4285100037634217,0.0,649,0
1.2728687364165412,0.0,500,0
0.7205737556222391,0.0,592,0
0.6880859123365971,0.0,613,0
0.8811025358015161,0.0,556,0
1.0989113043831353,0.0,514,0
0.9834273827816562,0.0,676,0
1.147802023561732,0.0,540,3
0.723374427307643,0.0,556,149
0.5244518827987205,0.0,483,0
1.0070230674581564,0.0,534,0
1.3301770323741076,0.0,654,0
1.2253371233092272,0.0,565,0
0.8910281366895817,0.0,733,0
0.8661580373156091,0.0,540,0
0.8556085681448156,0.0,530,0
0.9180119413593031,0.0,594,0
1.1933167899009172,0.0,588,0
0.8363643407356336,0.0,632,0
1.0567625467161128,0.0,551,0
0.7831156624315174,0.0,608,0
1.2679567962175777,0.0,577,0
1.3750943123150408,0.0,666,0
1.1347857178168421,0.0,470,61
0.6147528629980572,0.0,489,91
0.6651106641934095,0.0,710,0
0.9430665086939394,0.0,468,0
0.9626343080037418,0.0,706,0
1.2676732933801051,0.0,582,0
0.8828624702839423,0.0,564,0
0.9231271931942293,0.0,496,0
0.5122998294560773,0.0,502,0
1.0126866634892686,0.0,764,0
1.4283137098329601,0.0,654,0
1.0861190379086674,0.0,562,0
0.6573913511816765,0.0,389,0
0.4702513328735805,0.0,733,0
1.3654222790792518,0.0,620,0
1.1532644371264666,0.0,566,0
1.1472628254893862,0.0,503,137
0.8733397612097867,0.0,666,15
0.9602379375073049,0.0,325,0
0.45882859356239486,0.0,744,0
1.1383908340328317,0.0,683,0
1.4719278774777507,0.0,523,0
0.9457247040377905,0.0,735,0
0.9085545268152366,0.0,493,0
0.617646384050158,0.0,555,0
0.9827303923170773,0.0,551,0
0.912878447361822,0.0,544,0
1.236090567971991,0.0,636,0
0.9752234254940324,0.0,519,0
0.7384146440888313,0.0,528,0
0.8166293422943786,0.0,586,0
1.2702991259198477,0.0,792,26
1.441079365104027,0.0,406,126
0.7882399094625504,0.0,679,0
1.0483374980860032,0.0,547,0
0.8351367035988255,0.0,578,0
0.9425149033162457,0.0,473,0
1.0048730748937644,0.0,675,0
1.4811339523769347,0.0,585,0
1.0095325672808004,0.0,441,0
0.5024269535808259,0.0,660,0
0.8959898746949575,0.0,591,0
1.0574031203921663,0.0,549,0
0.9480988440850077,0.0,526,0
0.9258551262150593,0.0,557,0
0.8143029256664731,0.0,659,0
1.0616987546592933,0.0,516,0
0.8539822023563184,0.0,424,152
0.9288930964220746,0.0,608,0
1.4273770722964498,0.0,665,0
1.0563039790283408,0.0,595,0
0.9190630431630509,0.0,464,0
0.6364171799725773,0.0,454,0
0.7017946211951346,0.0,787,0
1.2373629043163143,0.0,442,0
0.9205780190824271,0.0,736,0
1.0808531340385161,0.0,445,0
0.8611812319322283,0.0,553,0
0.7581979981858012,0.0,642,0
1.4257803482106866,0.0,661,0
1.4226535036325865,0.0,362,0
0.6542573782315075,0.0,540,0
0.9457343735896216,0.0,740,13
1.0176337165736316,0.0,676,139
0.9877855249097425,0.0,581,0
1.1791390842401956,0.0,459,0
0.9969660343980494,0.0,479,0
0.640203664830591,0.0,530,0
0.902399309349395,0.0,651,0
0.8745106609261444,0.0,455,0
0.8586171840037107,0.0,508,0
0.8616947086477132,0.0,679,0
1.4899404306226378,0.0,540,0
0.8408697938130768,0.0,635,0
0.6493135070648607,0.0,686,0
0.9229461865706303,0.0,578,0
1.2998424308231162,0.0,703,0
1.4495227715175705,0.0,510,0
0.9813561914158977,0.0,626,46
1.0473053881265606,0.0,354,106
0.4304419806005176,0.0,707,0
1.3027818886839286,0.0,552,0
1.1022629392640055,0.0,442,0
1.079275409281162,0.0,729,0
1.105916600097587,0.0,639,0
0.6958420142908242,0.0,549,0
0.7475336964731197,0.0,646,0
1.120231546586319,0.0,550,0
1.20303053999941,0.0,583,0
0.8520286736874536,0.0,535,0
0.842756486636811,0.0,402,0
0.4975783672365987,0.0,733,0
1.269318457504836,0.0,602,0
1.2860483591831302,0.0,582,0
1.184415052192306,0.0,557,126
0.8684018471635339,0.0,689,26
1.004347984148103,0.0,480,0
0.7093388491545566,0.0,597,0
1.211374868054869,0.0,576,0
