cell_width_mean,cell_width_std,number_of_crossings,slope_mean,stop_cell
1.8407330513000488,0.0028148936107754707,1068,462.4166564941406,0
1.032057762145996,0.0008438875083811581,615,259.26666259765625,0
1.3123118877410889,0.0011694178683683276,746,329.67022705078125,0
0.49101296067237854,0.0008795710746198893,298,123.34899139404297,0
1.5503352880477905,0.0009447257034480572,897,389.4648742675781,0
0.8381785750389099,0.0018736460478976369,495,210.56161499023438,20
1.2699611186981201,0.0008700502221472561,706,319.0311584472656,132
0.7543210983276367,0.0010023325448855758,444,189.49549865722656,0
0.962356448173523,0.0007831444963812828,555,241.7567596435547,0
0.8373512625694275,0.0006626244867220521,489,210.35379028320312,0
1.1894683837890625,0.0007694433443248272,680,298.810302734375,0
1.1957409381866455,0.00097374600591138,702,300.38604736328125,0
0.9369276165962219,0.0008732067653909326,556,235.3686981201172,0
1.1371798515319824,0.000642325496301055,664,285.6747131347656,0
1.0200729370117188,0.0009154537110589445,590,256.25592041015625,0
0.809240996837616,0.0006386020686477423,469,203.2921142578125,0
0.7554437518119812,0.0007920032367110252,445,189.77752685546875,0
1.0015788078308105,0.0006744745769537985,564,251.60992431640625,0
1.3118658065795898,0.0009060772717930377,765,329.55816650390625,0
1.076434850692749,0.0012854492524638772,610,270.4147644042969,0
0.9054890275001526,0.0015324419364333153,550,227.4709014892578,0
0.9176258444786072,0.0019895220175385475,504,230.51983642578125,121
0.8671663999557495,0.005283842328935862,512,217.84375,31
1.1075208187103271,0.0010598917724564672,634,278.2239685058594,0
1.1366691589355469,0.0006341773550957441,668,285.5464172363281,0
0.9424676895141602,0.0006464333855547011,551,236.76043701171875,0
0.9574053287506104,0.0007512885495088995,540,240.51296997070312,0
1.1610357761383057,0.0007073361775837839,674,291.66766357421875,0
0.9177512526512146,0.0009092151303775609,526,230.55133056640625,0
1.18681800365448,0.0007491320720873773,692,298.1445007324219,0
0.9196425676345825,0.0008510021143592894,529,231.02645874023438,0
1.310157060623169,0.0006725008715875447,768,329.12890625,0
0.7416364550590515,0.0010347925126552582,424,186.3089599609375,0
0.8612631559371948,0.0005036426591686904,510,216.36077880859375,0
1.185374140739441,0.00103143067099154,669,297.7817687988281,0
1.0397239923477173,0.0010884241200983524,613,261.1925048828125,0
0.8702503442764282,0.0015145526267588139,498,218.61846923828125,7
0.6793153285980225,0.0021064002066850662,392,170.65306091308594,145
1.0833649635314941,0.0009188475669361651,623,272.15570068359375,0
1.1631019115447998,0.0006892654928378761,675,292.1866760253906,0
1.035681128501892,0.0008464119746349752,588,260.1768798828125,0
0.7940061092376709,0.0007643947028554976,456,199.46490478515625,0
1.2368055582046509,0.0007385050412267447,735,310.7020263671875,0
1.0213855504989624,0.0007264585583470762,572,256.5856628417969,0
0.7479824423789978,0.0009274344774894416,444,187.9031524658203,0
1.2220631837844849,0.000890987110324204,689,306.99853515625,0
1.0492196083068848,0.0010421073529869318,635,263.57794189453125,0
0.8863274455070496,0.0006077072466723621,496,222.65725708007812,0
0.8910577893257141,0.0008439336670562625,531,223.8455810546875,0
1.3100754022598267,0.0006414706585928798,738,329.1083984375,0
0.5850163102149963,0.0009485285263508558,360,146.96388244628906,0
1.3767263889312744,0.0005893166526220739,777,345.85198974609375,0
0.6024400591850281,0.0012342928675934672,349,151.34097290039062,142
1.0338093042373657,0.0009204083471558988,600,259.7066650390625,10
