cell_width_mean,cell_width_std,number_of_crossings,stop_cell,cell_width_truth
1.7502558160058033,0.0,469,292,1.8404176650290762
0.9969222651494365,0.0,576,0,1.0318809321331912
1.284914979449731,0.0,179,0,1.3120870397370097
0.488957908596082,0.0,626,0,0.49092883182677755
1.6047344324360344,0.0,336,0,1.5500696577518007
0.9015763445647365,0.0,515,0,0.8380349637667573
1.2820502016704884,0.0,336,0,1.2697435269613806
0.7184962048001412,0.0,403,0,0.7541918549709482
0.9562853993478723,0.0,364,0,0.9621915605971731
0.8184475877067282,0.0,457,0,0.8372077930467775
1.1951894546985147,0.0,544,0,1.1892645834619386
1.1973488886861106,0.0,361,0,1.1955360631368508
0.9630182095426322,0.0,465,0,0.9367670859277686
1.128985523532732,0.0,439,0,1.136985010181931
1.0423332262661968,0.0,356,0,1.0198981604467536
0.7791801356726816,0.0,325,0,0.8091023436526088
0.7343993825143869,0.0,455,0,0.7553143161028515
0.9461842711618484,0.0,565,0,1.0014072000004062
1.2897360828319553,0.0,441,0,1.3116410350058623
1.0892113576713975,0.0,388,0,1.0762504172284482
0.9709273197655015,0.0,343,0,0.9053338834353529
0.9578398300734905,0.0,362,0,0.9174686209240925
0.9233021948091776,0.0,446,0,0.8670178219873137
1.0628532903270007,0.0,493,0,1.1073310590595236
1.1332531249459026,0.0,394,0,1.136474405086197
0.8739453309818573,0.0,392,0,0.9423062096244509
0.9583685693530504,0.0,511,0,0.957241289485802
1.157799364044063,0.0,375,0,1.1608368473780255
0.9157706946299005,0.0,470,0,0.9175940076095994
1.215417862523445,0.0,385,0,1.1866146574363898
0.970446889697375,0.0,559,0,0.9194849985401236
1.3257161339502974,0.0,325,0,1.309932581821397
0.691645334126894,0.0,388,0,0.7415093850551674
0.8256613632934293,0.0,518,0,0.8611155894147785
1.1494446313547007,0.0,458,0,1.1851710419089554
1.0258582044740423,0.0,329,0,1.0395458488235623
0.876008540157361,0.0,300,0,0.8701012379132322
0.6768514292967931,0.0,422,0,0.6791989365290315
1.16975234273163,0.0,476,0,1.0831793426802199
1.1997037728028055,0.0,448,0,1.162902628778413
1.0254208183625078,0.0,298,0,1.0355036776712003
