bin_center,pulse_mean,pulse_mode,pulse_std
61.05,1439.6133267594316,2097.5,510.30625904866145
61.150000000000006,1525.9505242752666,2072.5,504.7107559833202
61.25,1672.4253242664652,2072.5,457.1370193923011
61.349999999999994,1770.2975379712682,2112.5,394.54700015726223
61.45,1849.8775588291564,2087.5,341.7537027292657
61.55,1891.8291658264438,2092.5,288.32383379328616
61.650000000000006,1908.3233251035695,2097.5,258.16296658592574
61.75,1925.2749231444882,2077.5,253.82400664300977
61.849999999999994,1910.168889144346,2122.5,267.0554903666235
61.95,1904.898082589384,2117.5,270.6390740240675
62.05,1867.5891156242935,2097.5,317.69862505552493
62.150000000000006,1836.9911994701854,2102.5,359.0510493627388
62.25,1759.7552152685305,2097.5,401.09703440474453
62.349999999999994,1700.7711800097566,2092.5,435.0960577472741
62.45,1625.085391865794,2117.5,470.70092210763966
62.55,1549.5434113408191,2137.5,509.9900763389265
62.650000000000006,1422.7407473948977,2037.5,530.0917489521897
62.75,1512.6189403496126,2157.5,539.9983971880037
62.849999999999994,1342.595757335448,2142.5,598.0506855807763
62.95,1269.4581644299262,2062.5,610.4177417220471
63.05,1140.5133520128088,2117.5,636.5146232862306
63.150000000000006,937.4436611662425,-27.5,636.2302727929047
63.25,841.7972456805229,127.5,648.6999514058494
63.349999999999994,663.5086266991983,-62.5,601.3547790646365
63.45,525.811064404744,-42.5,512.3880594706873
63.55,438.73928654157976,-62.5,461.9909009768977
63.650000000000006,440.4503781590112,-42.5,490.91601156811794
63.75,338.5249721204397,-67.5,424.4534868447934
63.849999999999994,351.63841460414307,-62.5,432.83263675021885
63.95,249.40175855160646,-62.5,390.1961291202057
64.05,233.44651729778104,-62.5,389.547650178513
64.15,154.13827207759059,-47.5,314.82236569882645
64.25,90.87074053866377,-62.5,262.27165023357986
64.35,41.835267406659945,-42.5,193.80593067285562
64.45,0.3427394937628632,-67.5,144.74225593229139
64.55,9.580164654991979,-52.5,138.38787855060184
64.65,2.2995607831459832,-62.5,109.52712920465532
64.75,-9.403346944728018,-67.5,82.36065764862133
64.85,-4.258037225042304,-67.5,81.36402400925238
64.95,-5.376644423260249,-52.5,78.93097542860161
65.05,14.471648304696798,-57.5,108.91189642974167
65.15,26.357605089999453,122.5,73.7525449676158
65.25,41.061486988847584,122.5,72.71583324804149
65.35,48.66023515739823,122.5,69.42053172201102
65.45,65.22703700314207,122.5,66.9418352766271
65.55,72.57693827997062,122.5,61.498494185184605
65.65,85.62080423708802,122.5,53.386656748345196
65.75,86.43167252429191,127.5,55.479296265437895
65.85,84.78267789803614,122.5,54.76014071918149
65.95,93.75816249050874,122.5,46.491539850135965
66.05,95.2181607194662,122.5,44.6834601623809
66.15,99.84644353683764,127.5,41.05347695684018
66.25,104.0026998345766,122.5,32.20518256543308
66.35,101.17628176416137,122.5,33.07221854492836
66.45,99.25713828331928,122.5,30.762240295834268
66.55,98.0414934932207,122.5,30.02296729622055
66.65,96.13482627856924,112.5,30.591686645837378
66.75,90.3425251474159,117.5,33.55579815344893
66.85,91.63685479357697,122.5,33.91563367366258
66.95,84.92022572263721,117.5,35.48499228298431
67.05,78.11076197957581,37.5,37.716815383489305
67.15,67.40314802774165,37.5,35.51234746695798
67.25,59.3660014453277,32.5,35.233842717563824
67.35,52.59351759351759,32.5,32.51250519302095
67.45,47.76063169200819,27.5,31.014825822422274
67.55,39.721305891211586,27.5,24.6004465445401
67.65,36.913908733051464,27.5,23.6634108576445
67.75,39.55345887173022,27.5,25.082990180627714
67.85,37.531927244582036,27.5,22.97988932967405
67.95,34.62050347341633,27.5,20.43489720212433
68.05,35.12049174982065,27.5,20.671334644622362
68.15,31.864316564267902,27.5,17.161207202961183
68.25,30.462275819418675,27.5,14.9094267286207
68.35,29.23742642751541,27.5,13.575147918072124
68.45,30.35835376744468,27.5,13.843213781785233
68.55,29.947176334998083,27.5,12.832910558314419
68.65,31.75087705918243,32.5,12.836100478774808
68.75,32.18837853890319,32.5,13.583246993936902
68.85,32.08845608793902,32.5,12.735371651643884
68.95,32.789455547898,32.5,13.161965500373249
69.05,34.12977553565356,37.5,12.910152512142263
69.15,36.775026718917,37.5,12.75668783459283
69.25,37.42570397774177,37.5,12.959592688389055
69.35,38.06585530556493,37.5,11.90732308334445
69.45,39.31956964233788,37.5,11.24007335533354
69.55,39.06218766241554,37.5,10.895114360395723
69.65,38.477429424072994,37.5,11.844937701712317
69.75,38.36960981413859,37.5,11.533252669178102
69.85,38.249538082529256,37.5,11.776020329487427
69.95,38.099431922977615,37.5,12.25150050726246
70.05,36.45184045145569,37.5,12.469622073038856
70.15,34.51955034213099,37.5,13.404681725131145
70.25,32.98430820560942,37.5,13.800556357478424
70.35,30.27641140301844,32.5,14.570621401600405
70.45,28.705100814527977,32.5,14.529595818874382
70.55,26.128945755439776,27.5,14.045798132815602
70.65,25.576439910160268,27.5,14.03816055039083
70.75,23.477880071696266,22.5,14.306913463480157
70.85,23.934035087719298,27.5,15.281663849592645
70.95,21.65448024412476,17.5,15.317033576749688
71.05,20.016205504315295,17.5,15.056442520107217
71.15,17.275403105201622,17.5,15.626742732924484
71.25,13.921197035696101,12.5,15.106834410580246
71.35,11.326888209347008,7.5,13.898055557535178
71.45,7.9656957304526745,7.5,13.7513236882556
71.55,7.966883461640564,2.5,13.868589806827432
71.65,5.379831535857671,2.5,12.770072675508828
71.75,6.873106698081454,2.5,13.406901881284295
71.85,4.655044361475771,2.5,12.552925386223194
71.95,4.4853117745937725,2.5,13.03471922068265
72.05,3.1483482072960705,2.5,12.272309746863327
72.15,1.3102203246890152,-2.5,12.123147915694489
72.25,-0.8243096913914455,-2.5,11.934368812975753
72.35,-1.527389293527929,-2.5,11.336235237276517
72.45,-2.091218898888301,-2.5,11.602087307190073
72.55,-4.220925284211807,-2.5,10.786977811090471
72.65,-3.3412441930923036,-2.5,11.0309354886592
72.75,-3.2796175373134324,-2.5,11.147929373118654
72.85,-4.051312649164678,-2.5,11.163421076857908
72.95,-4.3511980770675285,-2.5,10.742588235190315
73.05,-4.466227654873605,-7.5,10.636821835520806
73.15,-4.3600040666937785,-2.5,10.864808267179791
73.25,-5.449252793096551,-7.5,10.63202766377057
73.35,-5.347250201450444,-7.5,10.591022676767027
73.45,-4.992066426348707,-2.5,11.025295107659423
73.55,-5.110006027727547,-2.5,11.526910213299415
73.65,-5.634726777863074,-7.5,10.562542245809562
73.75,-5.572173873422336,-7.5,10.761161393893984
73.85,-5.162628682996095,-7.5,10.819502108103315
73.95,-4.756934715606612,-2.5,10.932242323497654
74.05,-4.206066600725355,-2.5,11.313963892486951
74.15,-4.2912048623525205,-7.5,11.18581761461476
74.25,-3.6894632026794603,-2.5,11.33517152964934
74.35,-3.3536357405445822,-2.5,11.241575123821113
74.45,-2.507671593186373,-2.5,11.326077433266729
74.55,-3.3837439013439496,-2.5,11.398468197934045
74.65,-1.6295188910029894,-2.5,11.235195716276568
74.75,-1.1878229156113866,-2.5,12.068245430152961
74.85,-1.667589062435945,-2.5,11.749785530252982
74.95,-1.0054085894827032,-2.5,11.346566788587612
75.05,-0.025504782146652662,-2.5,11.719552248508215
75.15,0.0921630859375,-2.5,11.871682691776716
75.25,2.8680416626972787,2.5,12.071472364125961
75.35,2.2915818058384243,2.5,11.688954939977053
75.45,4.6436484490398815,2.5,11.64211219327297
75.55,4.0348572268567855,2.5,11.803550832079702
75.65,5.254979841124108,7.5,11.724450972094823
75.75,5.933575677461996,7.5,11.544069658427173
75.85,5.317882336090522,2.5,11.55954416802896
75.95,7.224245740190715,7.5,11.805703463268168
76.05,7.169205784548759,7.5,11.980334090703568
76.15,7.93382575444967,7.5,11.52734468424834
76.25,8.815115534602178,7.5,12.01060950340924
76.35,9.15833607365998,7.5,11.0196600734488
76.45,9.671710913540473,7.5,11.193345267612319
76.55,9.933619281045752,7.5,10.756308355911715
76.65,9.393450184501845,7.5,10.608156416198778
76.75,10.286010106766975,7.5,10.745609987114504
76.85,10.15592639796081,7.5,10.97378349368222
76.95,11.330782850638675,12.5,11.025478545793986
77.05,10.980415515105308,12.5,10.763173981992715
77.15,11.456606879327962,12.5,11.668185680880228
77.25,9.744855601019983,7.5,10.781762525389293
77.35,9.715902478761782,7.5,10.878080938272431
77.45,9.067396510434484,7.5,10.770704835511113
77.55,9.619841243146883,7.5,10.942755016508373
77.65,9.537986483337217,7.5,10.943161987445013
77.75,8.938351305334846,7.5,11.082585727633615
77.85,8.628401431305651,7.5,10.781932883972352
77.95,9.049323786793954,7.5,10.897837187645838
78.05,7.87795015679155,7.5,11.268356601094501
78.15,7.175033192135044,7.5,11.79225899105869
78.25,6.1949843355537295,7.5,11.337369627273278
78.35,4.957832668878418,2.5,11.286199681349254
78.45,4.710498425859543,2.5,11.180166803807882
78.55,3.125337698248737,2.5,11.083964337972118
78.65,3.0374475733972437,2.5,10.900078259578187
78.75,3.1472691406731603,2.5,11.397579235238934
78.85,2.9688847812692543,2.5,11.598437904924554
78.95,1.4422232727763893,2.5,11.224136065576594
79.05,2.0640204673987848,2.5,11.312178661334757
79.15,0.6106619029710418,-2.5,11.185917295038184
79.25,-0.25486761242892425,2.5,11.220891933873604
79.35,-0.9034993346734234,-2.5,11.762839355242642
79.45,-1.5511224636638368,-2.5,11.17814658893485
79.55,-2.6053267140748693,-2.5,10.827719896000872
79.65,-2.729073892369236,-2.5,10.962469826441184
79.75,-2.5902258582221007,-2.5,10.986860753643665
79.85,-3.7542762859132326,-2.5,10.671577087713928
79.95,-3.1457476131506414,-2.5,11.171615814090385
